cidade,area,quartos,wcs,vagas,andar,animal,mobilia,condominio,aluguel,iptu
São Paulo,200,3,2,3,-,s,s,0,6000,209
São Paulo,201,3,5,3,2,n,s,2550,10000,795
São Paulo,30,1,1,0,-,s,n,0,750,59
São Paulo,48,2,1,0,2,s,n,0,1200,0
São Paulo,79,2,1,0,-,s,n,0,2050,218
São Paulo,50,1,1,1,-,s,n,0,1100,0
Porto Alegre,56,2,1,1,2,s,n,350,800,38
São Paulo,48,1,1,0,9,n,s,377,3450,0
São Paulo,290,4,4,0,-,s,n,0,6800,1100
Porto Alegre,68,1,2,1,4,s,s,500,2500,117
São Paulo,270,3,2,1,9,s,n,2300,3920,34
São Paulo,85,3,1,2,6,s,n,955,1900,270
Rio de Janeiro,52,1,1,0,1,n,s,850,1850,56
São Paulo,300,3,4,3,1,s,s,3000,4000,0
Belo Horizonte,180,3,2,0,-,s,n,0,3200,359
São Paulo,23,1,1,0,26,s,n,399,2150,42
São Paulo,150,3,4,2,-,s,n,0,2000,200
Belo Horizonte,70,2,1,1,1,s,n,490,900,0
Campinas,660,5,7,4,17,s,n,5381,10000,1100
São Paulo,110,2,1,1,21,s,n,975,3300,234
São Paulo,296,4,5,3,3,s,n,0,15000,0
São Paulo,223,4,4,7,-,s,n,0,5500,1169
Campinas,45,1,1,0,1,s,n,0,770,34
Porto Alegre,75,2,2,2,6,s,n,556,2200,95
São Paulo,600,4,5,6,-,s,n,0,6000,3000
Porto Alegre,40,1,1,0,2,s,s,0,1630,4
Belo Horizonte,400,3,3,2,-,s,n,0,4800,0
Belo Horizonte,168,5,3,2,2,s,n,1443,2900,408
São Paulo,49,2,1,1,17,n,s,230,1625,25
Porto Alegre,55,2,1,0,3,s,n,350,650,42
Rio de Janeiro,100,3,1,0,2,s,n,1290,1250,138
São Paulo,200,3,3,2,-,n,n,0,2800,186
Campinas,110,2,2,0,18,s,s,960,4200,218
São Paulo,400,5,4,6,-,s,s,0,6500,0
Rio de Janeiro,44,1,1,0,4,s,n,632,1700,86
Rio de Janeiro,60,2,2,1,2,n,n,592,1250,0
São Paulo,275,4,5,4,1,s,n,4200,9700,1334
Belo Horizonte,150,3,3,3,-,s,n,0,5950,146
Campinas,166,4,3,3,6,s,n,1860,2050,284
São Paulo,250,4,2,6,-,s,n,0,5000,458
Belo Horizonte,162,3,3,2,3,s,n,380,2800,125
São Paulo,54,2,1,1,5,n,n,245,1300,4
São Paulo,52,2,1,0,-,s,n,375,990,0
Campinas,79,2,1,1,3,n,n,245,1000,25
Belo Horizonte,140,4,3,3,4,s,n,1200,3400,250
Campinas,74,3,2,1,4,s,n,390,900,24
São Paulo,200,3,3,2,7,s,n,3000,4000,770
Rio de Janeiro,80,2,1,1,17,s,n,866,1820,235
Campinas,77,3,1,2,3,s,n,486,1500,49
Porto Alegre,84,2,1,0,3,s,n,500,900,73
São Paulo,98,2,2,0,6,s,n,660,2500,0
São Paulo,198,3,4,2,-,s,s,0,2500,259
Porto Alegre,140,3,2,2,3,s,s,1300,3200,167
Belo Horizonte,55,1,1,0,-,n,n,0,1020,21
São Paulo,210,4,5,4,4,n,n,1650,9000,772
São Paulo,93,3,1,2,8,s,n,350,1550,100
Rio de Janeiro,65,1,1,1,8,s,s,2000,5100,250
Belo Horizonte,373,4,5,5,7,s,n,2601,15000,188
São Paulo,140,2,3,1,3,s,s,1306,5000,250
Belo Horizonte,57,3,2,1,2,s,n,225,1100,78
São Paulo,64,2,2,2,4,s,n,404,2600,75
Porto Alegre,340,5,4,4,-,s,n,0,4800,300
Belo Horizonte,305,4,5,5,26,s,n,5071,14000,2241
São Paulo,22,1,1,0,4,n,s,350,2410,0
São Paulo,98,2,2,0,21,s,s,1552,9000,375
São Paulo,64,2,1,1,2,s,n,500,1400,11
São Paulo,845,5,9,6,-,s,s,0,8499,1000
Belo Horizonte,120,3,2,1,1,s,n,300,2100,149
Porto Alegre,40,1,1,0,2,n,n,210,796,26
Rio de Janeiro,65,1,1,0,4,s,n,350,2200,30
Rio de Janeiro,60,2,1,1,3,s,n,150,1800,0
Rio de Janeiro,30,1,1,0,8,s,s,500,2000,45
Belo Horizonte,75,3,2,1,5,s,n,487,1280,109
Belo Horizonte,260,4,2,2,-,s,n,0,2500,251
Rio de Janeiro,52,2,1,0,2,s,n,200,1200,43
São Paulo,54,2,1,1,1,s,n,990,780,0
São Paulo,85,2,1,1,1,s,n,400,1600,0
São Paulo,108,3,3,2,-,s,n,0,2800,209
Campinas,60,2,1,1,1,n,s,385,2848,64
São Paulo,75,2,1,0,1,n,n,0,1200,67
São Paulo,110,4,5,3,-,s,n,0,3900,625
São Paulo,25,1,1,0,-,n,s,0,1750,0
São Paulo,75,3,2,2,11,s,n,630,2800,167
São Paulo,135,3,2,1,-,s,n,0,2900,180
Belo Horizonte,115,3,3,3,4,s,n,655,3100,272
São Paulo,90,2,2,0,1,s,s,320,3200,0
Rio de Janeiro,75,2,1,0,4,s,n,440,1200,0
São Paulo,160,3,3,2,-,s,n,0,2500,192
Rio de Janeiro,75,2,1,0,5,s,n,915,2350,80
São Paulo,150,3,3,2,12,s,n,1650,4000,142
Rio de Janeiro,125,2,4,1,2,n,n,3000,6500,500
São Paulo,167,3,4,3,6,n,n,1800,9000,613
Belo Horizonte,21,1,1,1,2,n,n,1000,980,0
São Paulo,126,3,1,2,-,s,n,0,4200,299
São Paulo,165,4,5,2,4,s,s,2500,9500,315
Belo Horizonte,64,2,1,1,2,s,n,252,850,78
São Paulo,220,4,2,2,3,n,n,2560,8000,650
São Paulo,390,3,3,2,-,s,s,0,7500,650
São Paulo,70,2,2,0,2,s,s,1439,5500,315
São Paulo,146,3,4,2,8,s,s,1800,11000,592
São Paulo,50,1,1,1,11,s,s,1140,5156,117
São Paulo,150,2,1,0,1,s,n,180,2285,100
São Paulo,400,4,5,4,13,s,s,2700,7000,1500
Belo Horizonte,358,4,4,2,8,s,n,2241,4100,317
Porto Alegre,82,3,2,1,3,s,n,690,1780,90
São Paulo,33,1,1,1,5,s,n,842,2000,95
São Paulo,135,2,2,1,12,s,n,1313,8700,343
São Paulo,100,3,2,1,-,s,n,0,1700,30
Porto Alegre,80,3,1,1,1,s,n,350,1300,46
São Paulo,80,3,3,1,11,n,n,934,1700,25
São Paulo,98,3,2,1,9,s,n,1350,5500,200
São Paulo,130,3,2,2,-,s,s,0,3000,0
São Paulo,43,1,1,0,6,n,n,350,1080,57
São Paulo,58,2,2,1,12,n,s,942,3400,71
São Paulo,120,4,2,2,-,n,n,0,4500,89
Porto Alegre,134,3,2,2,4,s,n,985,2900,242
São Paulo,83,2,2,1,21,s,n,782,4800,174
Rio de Janeiro,100,3,1,1,-,s,n,495,1700,17
Porto Alegre,79,2,2,1,2,s,s,400,3200,0
Porto Alegre,47,1,1,1,1,n,s,400,2200,0
Rio de Janeiro,50,2,1,1,11,s,n,420,1600,13
São Paulo,113,1,1,2,9,s,s,650,6400,0
São Paulo,270,4,5,6,-,s,n,0,11000,400
São Paulo,68,2,1,0,1,s,n,230,1300,0
São Paulo,240,3,3,4,22,s,n,3538,12000,1975
São Paulo,30,1,1,0,-,n,n,0,650,38
Rio de Janeiro,50,1,1,0,-,s,n,0,1850,0
Rio de Janeiro,80,3,1,0,8,s,n,1050,2700,167
São Paulo,384,5,5,3,13,s,n,4000,8000,1240
São Paulo,97,3,1,1,2,s,s,915,6000,50
Belo Horizonte,95,3,2,2,7,s,n,525,3100,219
Rio de Janeiro,75,2,1,1,6,n,n,379,580,69
São Paulo,194,4,3,2,7,s,n,2600,2999,643
São Paulo,90,2,2,1,6,s,s,900,6500,89
São Paulo,660,4,6,4,-,s,n,500,6000,4283
São Paulo,51,2,1,1,9,s,n,450,2500,17
São Paulo,93,2,2,1,11,s,s,2400,3450,84
Belo Horizonte,51,3,1,1,2,s,n,170,1000,27
São Paulo,81,3,1,1,3,s,n,900,2800,142
Belo Horizonte,240,4,4,6,13,n,n,1700,15000,1085
Campinas,79,2,2,2,1,s,n,955,1000,78
São Paulo,500,2,2,1,-,s,n,129,2140,0
São Paulo,100,2,2,1,-,n,n,0,4550,75
São Paulo,42,1,1,1,5,s,n,460,2300,95
São Paulo,54,2,2,1,6,n,n,500,2300,167
Rio de Janeiro,56,2,1,1,4,s,n,825,960,17
Porto Alegre,58,2,1,1,-,s,n,170,800,24
Campinas,55,1,1,0,4,s,n,490,500,37
São Paulo,136,3,2,2,2,s,n,1546,2800,252
Campinas,170,2,3,3,16,s,n,1350,5900,167
Rio de Janeiro,35,1,1,0,3,s,n,0,791,30
São Paulo,155,3,4,2,4,s,n,1500,2000,150
São Paulo,290,3,2,2,-,n,s,0,8000,1334
Porto Alegre,900,5,5,2,4,s,n,2700,1000,542
São Paulo,156,3,3,3,7,s,s,1600,8000,628
São Paulo,42,1,1,0,9,s,s,1290,1500,184
São Paulo,200,4,4,3,5,s,n,2715,7000,834
Belo Horizonte,118,4,3,3,4,s,n,920,2500,326
Rio de Janeiro,26,1,1,0,10,s,n,963,1500,58
Belo Horizonte,65,2,2,0,-,n,n,200,800,50
Rio de Janeiro,60,2,1,1,3,n,n,530,1230,88
Rio de Janeiro,35,1,1,0,7,n,n,450,1100,21
São Paulo,218,3,3,3,17,n,n,2300,4000,775
São Paulo,80,2,1,1,2,s,n,1257,2950,195
São Paulo,95,2,1,1,8,s,n,1226,3200,92
Rio de Janeiro,36,1,1,0,5,s,n,350,1130,42
São Paulo,87,2,1,1,5,s,n,800,1220,46
Rio de Janeiro,70,2,2,1,2,s,n,1100,2500,230
Belo Horizonte,193,4,2,2,-,s,n,0,8900,255
Rio de Janeiro,70,2,1,1,9,s,n,700,2600,30
São Paulo,128,2,1,1,9,s,s,1200,8500,9
São Paulo,24606,5,4,4,12,s,n,2254,8100,7859
Porto Alegre,50,2,1,1,1,n,n,100,1500,0
São Paulo,380,4,2,6,-,s,n,0,9800,525
Belo Horizonte,400,5,4,4,-,s,s,0,5500,167
Rio de Janeiro,47,2,1,0,4,s,n,578,1500,0
São Paulo,240,3,4,4,10,n,n,1700,5000,1000
Belo Horizonte,247,4,2,1,-,s,n,0,2600,264
São Paulo,220,3,4,2,-,s,n,0,4800,0
São Paulo,130,3,2,1,8,s,n,2400,5500,209
Campinas,51,1,1,1,1,s,n,670,820,90
São Paulo,250,3,4,4,2,n,s,3200,10000,834
Rio de Janeiro,42,1,1,0,4,s,s,480,1900,84
São Paulo,138,3,3,2,-,s,n,0,2700,141
São Paulo,110,3,2,2,10,s,n,1590,2200,490
São Paulo,100,3,2,1,-,s,n,0,3500,98
Porto Alegre,124,3,3,1,7,s,n,970,1942,68
Rio de Janeiro,57,2,2,1,9,s,n,1080,1800,281
Rio de Janeiro,30,1,1,0,11,s,n,500,1200,21
Porto Alegre,40,1,1,0,2,s,n,230,700,9
Porto Alegre,106,3,3,2,3,s,n,637,2250,133
São Paulo,215,3,4,2,-,s,n,0,5000,318
São Paulo,57,2,2,2,5,s,n,834,1510,190
São Paulo,32,1,1,0,3,s,n,515,1700,29
Campinas,110,3,3,2,-,s,n,560,3700,88
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,89,2,3,3,9,s,s,1158,4300,244
Campinas,46,1,1,1,4,n,n,560,935,45
São Paulo,120,3,4,2,15,n,n,2011,4009,566
São Paulo,300,4,4,6,1,s,n,550,3800,33
Belo Horizonte,85,3,1,1,1,n,n,275,1600,62
Porto Alegre,76,2,2,1,4,s,n,700,2200,0
São Paulo,211,2,2,2,-,s,n,1,4500,752
Porto Alegre,120,3,2,1,2,s,n,0,1020,25
Belo Horizonte,100,3,2,1,2,s,n,745,1400,119
São Paulo,103,2,3,2,17,s,s,7000,9000,500
Rio de Janeiro,42,1,1,0,4,n,s,500,1973,79
Rio de Janeiro,50,1,1,1,3,s,n,2208,2300,420
São Paulo,270,3,3,1,-,s,s,0,6500,23
Porto Alegre,38,1,1,1,9,s,n,350,2900,42
São Paulo,350,3,4,5,-,s,n,0,5500,1092
São Paulo,160,1,4,2,2,n,n,1000,3500,10
São Paulo,113,2,1,1,5,s,n,1000,3000,50
São Paulo,40,1,1,1,8,n,n,440,2800,100
São Paulo,790,4,4,2,-,s,n,2500,10000,2500
Rio de Janeiro,40,2,1,0,2,s,n,480,1417,84
São Paulo,42,1,1,1,5,s,n,330,2100,107
São Paulo,196,2,3,3,8,s,n,3210,5500,73
São Paulo,50,2,1,1,2,n,s,399,1650,0
São Paulo,42,1,1,0,6,s,n,1290,1650,184
São Paulo,122,3,2,1,9,s,n,1766,5800,279
Belo Horizonte,105,3,2,2,2,n,n,1681,3300,390
São Paulo,350,4,4,4,-,s,n,0,13000,1417
São Paulo,126,4,3,4,-,s,n,0,3300,167
São Paulo,218,3,2,2,6,n,n,2000,7800,550
São Paulo,70,2,2,1,-,s,n,0,1650,102
São Paulo,100,2,2,2,15,s,n,1050,2780,109
São Paulo,90,2,2,0,1,n,n,657,1800,0
Porto Alegre,90,3,2,1,12,s,n,500,1480,79
São Paulo,50,2,1,0,-,n,n,0,1200,0
Rio de Janeiro,64,2,1,1,4,s,n,650,2700,120
São Paulo,37,1,1,0,4,s,s,1320,1730,142
São Paulo,55,2,1,0,2,n,n,200,1260,0
São Paulo,120,3,1,2,-,n,n,0,3500,117
Rio de Janeiro,130,3,2,1,3,n,n,1303,2300,172
Rio de Janeiro,50,1,1,0,2,n,n,800,800,26
São Paulo,73,1,2,1,18,s,n,912,3300,185
Rio de Janeiro,253,4,3,1,5,s,n,2000,3000,600
Belo Horizonte,40,2,2,1,2,n,n,210,900,0
São Paulo,40,1,1,1,7,s,n,450,2400,0
São Paulo,78,1,2,2,6,s,n,682,2300,215
São Paulo,300,4,5,4,7,n,n,1660,3200,1875
São Paulo,147,2,3,4,19,s,n,2600,1200,375
Porto Alegre,70,3,2,0,2,s,s,300,2240,59
São Paulo,98,2,2,1,13,s,n,1055,2166,384
Belo Horizonte,500,8,5,8,-,s,n,0,5000,150
São Paulo,260,3,5,3,3,s,n,4400,4500,134
São Paulo,60,2,2,1,5,s,n,478,1300,0
São Paulo,80,2,2,2,10,s,n,721,1850,45
Campinas,110,3,3,2,-,s,n,560,3200,88
Rio de Janeiro,200,4,3,2,2,s,n,1900,8000,756
Rio de Janeiro,40,1,1,0,9,s,s,550,1980,84
São Paulo,107,2,2,1,12,n,n,1300,8400,293
São Paulo,120,3,2,1,7,s,s,1400,3280,125
São Paulo,149,3,4,3,7,s,s,1300,6000,550
São Paulo,167,3,3,2,-,s,n,0,3700,311
São Paulo,52,1,1,1,15,n,s,1218,5000,284
Belo Horizonte,78,3,2,2,16,s,n,875,2300,229
Belo Horizonte,840,5,6,5,-,s,n,0,8000,511
Belo Horizonte,109,3,2,2,2,s,n,400,1800,130
Porto Alegre,89,2,1,0,4,n,n,340,1190,0
Rio de Janeiro,55,2,2,1,5,n,n,720,850,58
São Paulo,20,1,1,0,-,s,s,0,2060,0
São Paulo,75,3,3,2,10,s,n,865,2000,192
São Paulo,400,4,7,4,-,s,s,0,12000,667
Campinas,50,2,1,1,3,s,n,300,1170,0
Rio de Janeiro,15,1,1,0,4,n,n,0,908,0
São Paulo,260,4,2,2,3,s,n,1715,6000,594
Rio de Janeiro,240,4,4,2,2,s,s,3690,12500,938
São Paulo,165,3,2,2,8,s,s,1750,6500,779
Rio de Janeiro,145,3,2,1,3,s,n,2400,5800,500
Belo Horizonte,305,4,5,5,29,s,n,4596,14000,2239
Campinas,470,3,4,0,-,s,n,2600,7900,900
Rio de Janeiro,80,3,2,1,5,s,n,1150,1450,0
São Paulo,200,3,2,2,8,s,n,1626,3000,0
Belo Horizonte,92,3,2,1,1,s,n,220,1600,0
São Paulo,36,1,1,1,8,s,s,600,3400,80
São Paulo,216,4,3,4,9,s,n,1883,3500,659
São Paulo,94,3,3,2,1,s,n,750,2433,0
Campinas,348,3,3,3,-,s,n,0,4850,400
Rio de Janeiro,25,1,1,0,2,s,s,250,1112,0
São Paulo,62,3,1,1,8,s,n,750,1260,59
São Paulo,25,1,1,0,-,n,s,53,1184,53
São Paulo,120,3,1,1,-,s,n,0,2625,0
São Paulo,128,3,4,4,13,n,s,1306,8000,595
Rio de Janeiro,250,4,3,2,6,s,n,2870,5300,852
São Paulo,101,3,4,2,4,n,s,1037,6140,359
São Paulo,58,2,1,1,1,s,n,430,1540,0
Rio de Janeiro,70,3,2,1,7,s,n,1292,2100,94
São Paulo,48,1,1,2,7,s,s,2300,7000,245
São Paulo,47,1,1,0,-,n,n,100,1000,76
São Paulo,55,2,1,1,7,n,n,784,3500,135
São Paulo,16,1,1,0,1,n,n,0,850,30
São Paulo,68,2,2,1,14,s,n,600,4900,167
Belo Horizonte,300,4,4,4,-,s,n,0,6200,343
Porto Alegre,61,2,1,0,2,s,n,380,850,30
Campinas,415,4,4,6,1,s,n,3900,9500,880
Campinas,55,2,1,1,2,s,n,235,700,0
São Paulo,134,3,5,2,7,s,n,1152,4900,0
Porto Alegre,42,1,1,1,7,s,n,415,1200,54
Belo Horizonte,140,2,2,2,11,s,s,692,2800,104
São Paulo,70,1,1,0,3,s,n,250,2000,0
Belo Horizonte,180,5,5,4,-,s,n,0,4500,270
São Paulo,70,3,2,1,3,s,n,1200,2900,25
Belo Horizonte,40,1,1,0,-,n,n,0,900,0
São Paulo,133,3,2,0,6,s,n,813,2957,38
São Paulo,22,1,1,1,25,s,n,471,2200,55
São Paulo,85,2,2,1,13,s,n,1470,4131,311
Rio de Janeiro,200,4,4,4,-,s,n,1,2650,283
São Paulo,570,4,5,4,14,s,n,3800,10870,2016
São Paulo,160,3,1,1,-,s,n,0,3000,298
Campinas,123,3,2,2,13,s,n,834,2000,148
Belo Horizonte,180,4,2,2,1,s,n,1500,2800,267
São Paulo,38,1,1,0,1,n,n,60,950,0
São Paulo,50,1,1,1,25,n,s,707,3700,30
São Paulo,16,1,1,0,1,n,n,0,910,0
Porto Alegre,110,3,3,2,5,s,s,1300,4000,300
Porto Alegre,147,3,3,3,-,s,n,0,2600,81
São Paulo,70,2,1,1,15,s,n,1049,1200,35
São Paulo,165,3,4,4,15,s,n,2000,10000,799
São Paulo,310,4,5,5,6,s,s,3800,12000,2709
São Paulo,160,3,4,4,-,n,n,0,2500,292
São Paulo,82,3,1,1,8,n,n,709,1500,107
Rio de Janeiro,28,1,1,0,-,s,n,495,1980,68
São Paulo,520,4,6,4,-,s,n,0,15000,2250
Rio de Janeiro,105,3,2,0,4,n,s,940,5660,0
São Paulo,214,4,4,3,5,s,n,2638,6520,1187
Porto Alegre,68,2,2,2,9,s,n,400,2400,100
São Paulo,188,1,3,2,10,n,n,1180,8000,550
Rio de Janeiro,93,2,1,1,7,s,s,1200,5500,317
São Paulo,53,1,1,1,5,n,s,1132,2600,0
São Paulo,72,2,1,1,5,s,n,899,1280,6
São Paulo,60,2,1,0,-,s,n,0,1100,0
Porto Alegre,80,3,2,2,5,s,n,461,2000,59
São Paulo,90,3,3,2,16,s,n,1119,2600,360
São Paulo,250,4,5,4,1,s,n,4200,12000,1667
São Paulo,70,3,1,1,12,s,n,800,3000,0
São Paulo,220,4,2,3,-,s,s,0,5200,705
Rio de Janeiro,81,2,1,0,6,s,n,1050,2650,300
Porto Alegre,46,1,1,1,3,s,n,100,1100,100
São Paulo,300,2,3,2,8,n,s,3000,5120,500
Porto Alegre,470,3,3,4,-,s,s,0,3700,346
Rio de Janeiro,95,3,3,0,5,s,n,750,1999,291
São Paulo,280,5,5,2,1,s,s,4374,12750,929
São Paulo,54,2,1,1,3,s,n,660,1650,50
São Paulo,310,4,4,4,21,s,n,4700,14000,1751
São Paulo,96,3,1,1,10,s,n,1140,2800,0
Belo Horizonte,202,3,2,5,-,s,n,0,5500,285
Belo Horizonte,48,2,1,1,3,s,n,120,900,96
São Paulo,142,3,2,2,6,s,s,2100,5440,584
Rio de Janeiro,18,1,1,0,3,s,n,628,650,49
São Paulo,35,1,1,1,1,n,s,444,3388,124
São Paulo,87,2,3,2,1,s,s,1200,3560,492
São Paulo,60,1,1,1,11,n,s,2357,5440,277
Campinas,76,3,1,1,2,s,n,480,1300,92
São Paulo,42,1,1,1,5,s,n,330,2100,107
São Paulo,275,3,3,1,11,s,s,886,8850,0
São Paulo,29,1,1,1,10,n,s,1500,3050,200
Belo Horizonte,230,4,5,4,3,s,n,2300,9240,1262
Belo Horizonte,15,1,1,0,3,n,s,0,1100,0
Rio de Janeiro,90,2,1,0,10,s,s,1,4000,1
São Paulo,400,3,5,4,20,s,s,3500,10000,1250
São Paulo,35,1,1,1,6,n,s,581,3365,153
São Paulo,170,3,5,3,7,s,s,1750,2800,600
Campinas,130,3,2,2,4,s,s,1150,2800,184
São Paulo,54,1,1,1,13,n,n,1484,4130,250
Porto Alegre,41,1,1,1,6,s,n,400,2100,17
Porto Alegre,75,3,2,1,2,s,n,240,1500,63
São Paulo,260,4,4,4,8,s,n,3150,10000,1163
São Paulo,380,4,5,4,5,s,s,4180,4080,1509
São Paulo,64,3,2,2,16,s,n,500,1530,34
São Paulo,46,2,1,1,5,n,n,600,1180,25
Porto Alegre,450,5,5,2,-,s,n,1100,8000,417
Rio de Janeiro,170,3,4,3,3,s,n,2000,5000,757
São Paulo,196,4,4,0,11,s,n,2450,6000,1458
São Paulo,143,3,3,2,20,s,n,1900,8400,539
São Paulo,310,5,4,5,3,s,n,4364,2700,2506
São Paulo,50,2,1,0,-,s,n,0,1200,83
São Paulo,400,4,3,3,-,s,n,0,8000,1250
São Paulo,51,1,1,0,9,s,n,367,1700,84
Porto Alegre,70,2,1,1,8,s,s,520,1900,378
Rio de Janeiro,100,2,2,1,4,s,n,860,1600,0
São Paulo,140,5,2,1,1,s,s,0,3999,200
São Paulo,150,3,5,3,-,s,s,0,4500,189
Campinas,76,2,2,2,9,s,s,679,3100,146
Belo Horizonte,100,3,2,2,2,s,n,340,1600,183
São Paulo,60,2,2,2,11,s,s,760,3800,132
São Paulo,130,3,1,2,-,s,n,0,3800,130
Porto Alegre,156,3,1,0,2,s,n,500,1600,142
São Paulo,260,4,4,6,22,s,s,2480,5500,1167
São Paulo,347,5,5,4,-,s,n,0,7000,500
São Paulo,515,5,4,3,5,s,n,5600,15000,250
São Paulo,198,3,4,3,13,s,s,2699,8000,917
Rio de Janeiro,50,1,1,0,9,s,s,2300,2300,0
São Paulo,164,4,4,2,6,n,n,2159,5000,386
Porto Alegre,29,1,1,0,11,n,n,250,1042,24
Rio de Janeiro,71,3,2,0,1,n,n,300,1450,8
Belo Horizonte,22,1,1,0,-,s,n,30,450,13
São Paulo,37,1,1,1,6,s,s,890,4150,110
Porto Alegre,52,2,1,1,1,n,n,205,750,18
Campinas,120,3,1,2,1,s,n,150,1790,150
São Paulo,226,4,5,6,14,s,n,2860,12000,917
São Paulo,462,4,4,0,-,s,s,0,10000,2700
Belo Horizonte,90,2,2,2,4,n,s,500,4000,250
Porto Alegre,52,1,1,0,-,s,n,150,1200,42
Campinas,57,1,2,1,12,s,n,391,2961,111
Porto Alegre,46,1,1,1,1,s,n,190,1300,15
São Paulo,110,3,2,1,7,s,n,1200,1200,350
Rio de Janeiro,135,4,2,2,7,s,n,1378,4200,468
São Paulo,64,1,2,1,4,s,s,850,3700,185
São Paulo,250,4,4,3,-,s,n,0,3824,0
São Paulo,90,2,1,1,2,s,n,1000,3000,50
São Paulo,300,3,3,8,-,s,n,0,5500,286
Campinas,94,3,3,2,1,s,n,750,2200,192
Belo Horizonte,87,4,2,2,2,s,n,370,1600,160
São Paulo,58,2,1,1,1,s,n,1077,1900,100
São Paulo,178,3,2,1,-,s,s,0,3500,130
São Paulo,33,2,1,0,12,s,n,260,2000,0
São Paulo,170,3,2,2,5,n,n,2199,5000,423
Porto Alegre,72,2,1,0,1,s,n,80,1300,40
São Paulo,35,1,1,0,5,s,s,700,1618,29
São Paulo,114,3,2,2,9,s,n,900,3780,100
São Paulo,190,3,4,3,2,s,n,3800,5950,1209
São Paulo,330,6,4,3,-,s,n,0,13000,1156
São Paulo,220,5,4,3,-,n,n,0,8000,425
São Paulo,25,1,1,0,3,s,s,350,1800,0
São Paulo,210,3,3,2,15,n,s,3500,8667,834
Campinas,70,1,2,1,11,n,s,1700,1500,184
São Paulo,180,4,3,2,11,s,s,1880,9000,460
São Paulo,145,3,3,1,5,s,s,2860,6600,555
São Paulo,25,1,1,0,-,n,n,0,836,0
Belo Horizonte,69,3,1,2,4,s,n,230,1300,0
Porto Alegre,132,3,2,2,9,s,s,1000,3350,167
São Paulo,90,1,1,0,-,s,n,0,2200,109
São Paulo,87,3,2,1,17,s,n,850,1400,200
São Paulo,210,4,4,3,9,s,n,2100,9100,667
São Paulo,280,4,4,4,6,n,s,3200,6000,100
São Paulo,145,2,2,1,1,s,s,1463,4000,0
Belo Horizonte,360,5,6,4,-,s,s,0,12000,329
São Paulo,250,3,4,4,-,s,s,0,4200,0
São Paulo,70,2,2,0,24,n,s,800,4000,50
Rio de Janeiro,60,2,2,1,2,n,n,592,1250,0
Rio de Janeiro,28,1,1,0,12,s,n,600,1230,50
Campinas,49,2,1,1,5,s,n,273,950,0
Belo Horizonte,32,1,1,1,9,s,n,197,1500,126
São Paulo,274,4,5,6,-,s,n,0,11000,767
São Paulo,90,2,1,1,2,s,n,1000,3000,50
Belo Horizonte,250,2,3,2,-,s,n,0,3500,0
São Paulo,180,3,4,4,-,s,s,0,4700,2
São Paulo,140,3,2,0,8,s,s,2500,1799,375
Porto Alegre,42,2,1,0,2,s,n,280,790,23
Porto Alegre,62,2,2,1,7,n,s,800,3900,100
Belo Horizonte,105,4,3,3,5,s,n,1148,1900,228
Belo Horizonte,200,4,2,2,-,s,s,0,12000,233
São Paulo,318,5,3,2,-,s,s,0,3840,600
Porto Alegre,160,2,4,2,8,s,n,1500,7000,167
Rio de Janeiro,76,3,2,1,4,s,n,571,1800,65
São Paulo,350,4,5,2,-,n,s,0,7500,0
Rio de Janeiro,58,2,1,1,10,s,n,594,800,77
São Paulo,96,2,1,1,8,n,n,795,2500,159
São Paulo,55,2,1,1,2,s,n,280,1000,0
São Paulo,270,3,4,3,4,s,s,3700,7500,1471
São Paulo,139,4,4,8,-,s,n,0,3500,265
Porto Alegre,98,2,2,0,2,n,n,475,1600,70
Campinas,62,2,1,0,1,s,n,440,1200,38
São Paulo,235,3,4,3,2,s,n,2000,2550,1000
Rio de Janeiro,80,2,1,1,10,n,n,660,1900,50
São Paulo,200,3,3,3,3,s,n,3162,4790,876
São Paulo,243,3,2,1,5,s,n,1840,8000,450
São Paulo,250,3,3,2,-,n,s,0,7000,417
São Paulo,500,7,4,3,-,s,s,0,14000,785
Porto Alegre,281,4,3,4,-,s,s,0,4950,442
Porto Alegre,91,2,1,0,2,s,n,316,1350,69
Rio de Janeiro,70,1,1,1,4,s,n,1065,3500,255
São Paulo,300,3,5,2,7,s,n,0,4600,609
Rio de Janeiro,200,4,3,2,7,s,n,1940,2300,467
São Paulo,130,3,2,1,-,n,n,0,2500,421
São Paulo,120,3,2,1,18,s,n,1150,5300,167
Rio de Janeiro,75,2,2,1,3,s,n,650,2500,179
Porto Alegre,54,1,1,0,2,s,n,400,1000,25
São Paulo,125,3,3,3,1,s,n,2076,5000,1165
Rio de Janeiro,50,1,1,1,2,s,n,170,1320,0
São Paulo,50,1,1,1,17,n,s,728,3500,100
São Paulo,45,1,2,1,11,s,n,495,2100,99
São Paulo,40,1,1,0,1,n,n,0,980,0
Rio de Janeiro,180,3,3,1,4,s,s,2300,6500,117
Campinas,68,2,1,1,3,s,n,482,831,0
São Paulo,55,1,1,1,2,s,s,1950,5000,375
Rio de Janeiro,85,2,3,1,5,s,n,950,7100,194
São Paulo,127,4,3,2,4,s,n,1040,4930,472
Campinas,82,3,3,2,4,s,n,550,1500,153
